Company Name,Business Sector,Category,Tags,H1B Sponsorship Likelihood,Fortune 500 (yes/no),Fortune 1500 (Yes if 500-1500/No),Boutique (Yes/No),AnalystsPick (Popular amoung Wallstreet waiting for IPO),Publicly traded (Yes/No)
"Vanguard Health","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Tech Security","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"Zephyr Systems","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Deep Web","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Nexus Sphere","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Pulse Solutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DataRobotics","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Bio Robotics","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"SyntheAnalytics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"TechSolutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Synthe Genomics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"CogitoSystems","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Technologies","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cogito Sphere","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Synthe Sphere","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Health Networks","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Dynamics","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CloudVentures","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Neuro Matrix","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Genomics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"EchoSystems","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Quantum Logic","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"Core Dynamics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Flux Ops","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vanguard Security","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"QuantumSecurity","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Zephyr Web","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Shift Matrix","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"ShiftCloud","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vertex Grid","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CogitoSphere","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Forge Web","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Flux Cyber","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Grid","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Bio Intelligence","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"ForgeDynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Tech Sphere","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Intelligence","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nexus Dynamics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Capital","CleanTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Zephyr Matrix","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Omni Soft","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"FluxIntelligence","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Aegis Robotics","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Neuro Robotics","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"AxiomData","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Core Labs","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Capital","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"AxiomIntelligence","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Neuro Genomics","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Cloud","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"LumiSystems","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Analytics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"KinexRobotics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Data Robotics","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NeuroRobotics","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"CloudAnalytics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Omni Cloud","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"AxiomCyber","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Fin Dynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vertex Intelligence","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"BioSystems","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Core Dynamics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Forge Cloud","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Capital","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Zephyr Logic","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"HealthTech","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Lumi Dynamics","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"OmniGenomics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Bio Cloud","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DataWeb","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Quantum Tech","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"LumiCyber","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Shift Solutions","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Omni Solutions","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Data Web","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"ApexSolutions","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Data Soft","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"AxiomSolutions","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Nexus AI","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Cyber","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"DataTech","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Echo Solutions","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Synthe AI","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Forge Data","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Flux Cyber","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NexusTech","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nexus Systems","CleanTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"EchoAI","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"HealthOps","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Tech","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Deep Systems","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cyber Matrix","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cogito Grid","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Bio Web","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Web","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Axiom Security","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Zephyr Systems","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"OmniCloud","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VertexData","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Deep Dynamics","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Flux Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health Sphere","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"TechMatrix","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"FinSoft","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Zephyr Ventures","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nexus Health","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VanguardCyber","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vertex Cyber","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"TechWeb","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Apex Systems","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Echo Security","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Axiom Security","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NexusGenomics","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vertex Web","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Bio Ops","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Omni Web","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nova Cloud","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Omni Ventures","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CyberGrid","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NexusSystems","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Shift Technologies","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Health Web","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"ZephyrCloud","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Omni Logic","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Axiom Intelligence","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nova Ventures","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"ShiftOps","E-commerce",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Bio Analytics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Health","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Data Web","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NovaLogic","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Bio Ops","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"FinMatrix","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cloud Systems","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Data","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Matrix","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"BioSystems","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Solutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"VanguardAI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Quantum Data","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Deep Networks","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Data Networks","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Apex Intelligence","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Grid","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"BioCloud","Legal Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"BioNetworks","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Health Genomics","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nova Web","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Synthe Robotics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Solutions","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Zephyr Logic","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Deep Genomics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CoreGrid","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Cyber","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Flux Cyber","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Kinex Technologies","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Health","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Echo Soft","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Health Labs","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vanguard Labs","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Kinex Soft","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Apex Robotics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NovaTech","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"CogitoAnalytics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Lumi Tech","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Quantum Web","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vertex Systems","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Nova Intelligence","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Matrix","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NexusTech","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Data Labs","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"TechTech","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Synthe Capital","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Echo Intelligence","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Analytics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cloud Soft","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"AegisLogic","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Ventures","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Deep Labs","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"NeuroVentures","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Flux Matrix","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cyber Soft","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Tech","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"VaultCloud","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Flux Analytics","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Shift Tech","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"ZephyrSystems","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Quantum Capital","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Flux Cloud","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"NeuroWeb","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Omni Ventures","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"FinCyber","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Cogito Data","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Core Solutions","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Solutions","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"KinexSystems","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Synthe Dynamics","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vanguard Security","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"EchoCapital","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Neuro Cyber","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Synthe Health","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Bio Robotics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"VaultCloud","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"TechAnalytics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"AegisIntelligence","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Bio Data","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"TechSphere","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Tech Analytics","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Echo Cloud","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"PulseSecurity","HealthTech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Bio Systems","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"EchoCloud","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Zephyr Dynamics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Data Sphere","HR Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Fin Cloud","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Omni Web","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"CyberMatrix","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CogitoVentures","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Technologies","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vault Cyber","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Cloud AI","CleanTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Zephyr AI","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Tech Web","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"NexusWeb","HR Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Cogito Cyber","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ZephyrIntelligence","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Lumi Ventures","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Synthe Robotics","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Axiom Analytics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Apex Labs","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Health Genomics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Core Labs","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FluxTech","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"CoreLabs","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"BioDynamics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Kinex Data","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nexus Cloud","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,Yes,No
"Pulse Ops","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Lumi Cloud","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cloud Analytics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"HealthTech","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Flux Systems","E-commerce",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Omni Ventures","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Cyber Logic","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Omni Robotics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"VanguardIntelligence","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Aegis Health","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Bio Genomics","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Forge Logic","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Omni Cyber","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Tech Cloud","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"DeepOps","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Echo Web","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NeuroLogic","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Pulse Genomics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Security","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Axiom Health","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"KinexSolutions","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Nexus Technologies","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Flux Labs","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,Yes,No
"Deep Solutions","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
